DATE,CPALTT01USM657N
2004-01-01,0.4883342376559899
2004-02-01,0.539956803455712
2004-03-01,0.644468313641263
2004-04-01,0.320170757737461
2004-05-01,0.5851063829787189
2004-06-01,0.3172924378635659
2004-07-01,-0.158144438587237
2004-08-01,0.0527983104540587
2004-09-01,0.2110817941952519
2004-10-01,0.5265929436545569
2004-11-01,0.0523834468308086
2004-12-01,-0.3664921465968529
2005-01-01,0.2101944298475958
2005-02-01,0.576822233875206
2005-03-01,0.7820646506777719
2005-04-01,0.672529746508014
2005-05-01,-0.1027749229187949
2005-06-01,0.0514403292181003
2005-07-01,0.4627249357326559
2005-08-01,0.5117707267144339
2005-09-01,1.22199592668025
2005-10-01,0.201207243460752
2005-11-01,-0.8032128514056259
2005-12-01,-0.4048582995951299
2006-01-01,0.7621951219512159
2006-02-01,0.2017145738779499
2006-03-01,0.55359838953198
2006-04-01,0.8508508508508341
2006-05-01,0.4962779156327429
2006-06-01,0.1975308641975319
2006-07-01,0.295712173484489
2006-08-01,0.1965601965601969
2006-09-01,-0.490436488474757
2006-10-01,-0.542138984721521
2006-11-01,-0.1486620416253789
2006-12-01,0.148883374689833
2007-01-01,0.3052527254707629
2007-02-01,0.535036755987662
2007-03-01,0.910569585108543
2007-04-01,0.649616268650889
2007-05-01,0.61107186747047
2007-06-01,0.1937975176605649
2007-07-01,-0.0254377207802054
2007-08-01,-0.1833902227087109
2007-09-01,0.2755907405358929
2007-10-01,0.2139191328121169
2007-11-01,0.5939617873415811
2007-12-01,-0.0670863129647814
2008-01-01,0.4970576472604689
2008-02-01,0.290411218495348
2008-03-01,0.866821293098967
2008-04-01,0.606477838971956
2008-05-01,0.842088603175631
2008-06-01,1.0076996934894
2008-07-01,0.525101112812213
2008-08-01,-0.3991562255641739
2008-09-01,-0.1383018540664548
2008-10-01,-1.01013332845789
2008-11-01,-1.9152895328595805
2008-12-01,-1.03424738142875
2009-01-01,0.4352417375421009
2009-02-01,0.4972933035904749
2009-03-01,0.24317484554154
2009-04-01,0.2496368277787988
2009-05-01,0.288876383417745
2009-06-01,0.8589892263953359
2009-07-01,-0.158558692215323
2009-08-01,0.2242850044810489
2009-09-01,0.0625480693495816
2009-10-01,0.0963101185818577
2009-11-01,0.0707753368767078
2009-12-01,-0.176119816946313
2010-01-01,0.3417473570148499
2010-02-01,0.024920738207648
2010-03-01,0.4106283536571079
2010-04-01,0.1736884910697429
2010-05-01,0.077519735423772
2010-06-01,-0.0976267084673888
2010-07-01,0.0211043057371508
2010-08-01,0.1380664278408069
2010-09-01,0.0581736230715569
2010-10-01,0.1245198888476958
2010-11-01,0.0420646423819506
2010-12-01,0.1718440789203088
2011-01-01,0.4763230053974139
2011-02-01,0.493136502545162
2011-03-01,0.975107203050938
